# Generated from mozillazg/phrase-pinyin-data cee0ed6e6e4898580cafd2bd5e3723e20b214aa0; MIT.
# Tone removal, ü -> v, 2–8 Han characters, deduplicated; weight 1 (no frequency data).
yi sao er guang	一扫而光	1
yi sao er kong	一扫而空	1
yi ba zi	一把子	1
yi ba zhua	一把抓	1
yi ba si na	一把死拿	1
yi ba yao shi kai yi ba suo	一把钥匙开一把锁	1
yi pou huang sha	一抔黄沙	1
yi bao huan yi bao	一报还一报	1
yi mo hei	一抹黑	1
yi pai ji he	一拍即合	1
yi yong er shang	一拥而上	1
yi pou tu	一掊土	1
yi zhi bai wan	一掷百万	1
yi zuo	一撮	1
yi zhi ban jie	一支半节	1
yi wen bu ming	一文不名	1
yi wen qian nan dao ying xiong han	一文钱难倒英雄汉	1
yi fang zhi ren	一方之任	1
yi fang mian	一方面	1
yi wu ke qu	一无可取	1
yi wu suo de	一无所得	1
yi wu suo neng	一无所能	1
yi wu suo jian	一无所见	1
yi wu suo chang	一无所长	1
yi wu chang wu	一无长物	1
yi ri wan ji	一日万几	1
yi ri wan ji	一日万机	1
yi ri wan li	一日万里	1
yi ri san xing	一日三省	1
yi ri san qiu	一日三秋	1
yi ri zhi chang	一日之长	1
yi shi yi ke	一时一刻	1
yi shi bo zhong	一时伯仲	1
yi shi qian zai	一时千载	1
yi shi ban hui er	一时半会儿	1
yi shi de cheng	一时得逞	1
yi shi shu hu	一时疏忽	1
yi xing er	一星儿	1
yi xing ban dian er	一星半点儿	1
yi xian shen shou	一显身手	1
yi ming bu shi	一暝不视	1
yi pu shi han	一暴十寒	1
yi pu shi han	一曝十寒	1
yi qu yang guan	一曲阳关	1
yi fu	一服	1
yi fu yao	一服药	1
yi wang wu yin	一望无垠	1
yi wang wu ya	一望无涯	1
yi wang er zhi	一望而知	1
yi zhao zhi fen	一朝之忿	1
yi zhao zhi huan	一朝之患	1
yi zhao qian li	一朝千里	1
yi chao tian zi yi chao chen	一朝天子一朝臣	1
yi mu nan zhi	一木难支	1
yi ben wan li	一本万利	1
yi tiao xin	一条心	1
yi zhen nan ke	一枕南柯	1
yi zhi yi qi	一枝一栖	1
yi zhi yi jie	一枝一节	1
yi zhi zhi qi	一枝之栖	1
yi zhi xiang	一枝香	1
yi qi liang xiong	一栖两雄	1
yi meng hua xu	一梦华胥	1
yi gun zi da si	一棍子打死	1
yi bang yi tiao hen	一棒一条痕	1
yi gai er lun	一概而论	1
yi ta heng chen	一榻横陈	1
yi mo er yang	一模二样	1
yi bu yi ge jiao yin	一步一个脚印	1
yi bu yi qu	一步一趋	1
yi bu bu de	一步步地	1
yi si liao zhi	一死了之	1
yi mao bu ba	一毛不拔	1
yi hao bu cha	一毫不差	1
yi hao bu ran	一毫不染	1
yi hao bu gou	一毫不苟	1
yi min tong su	一民同俗	1
yi da zhi	一沓纸	1
yi da chao piao	一沓钞票	1
yi bo wan bo	一波万波	1
yi bo cai dong wan bo sui	一波才动万波随	1
yi xie wan li	一泻万里	1
yi xie qian li	一泻千里	1
yi pai hu yan	一派胡言	1
yi pai hu yan luan yu	一派胡言乱语	1
yi jiang shi bing	一浆十饼	1
yi qing su bi	一清宿弊	1
yi yuan bu liang jiao	一渊不两蛟	1
yi liu er	一溜儿	1
yi liu wai xie	一溜歪斜	1
yi liu yan	一溜烟	1
yi liu yan pao diao	一溜烟跑掉	1
yi liu feng	一溜风	1
yi dian zhong	一点钟	1
yi xun yi you	一熏一莸	1
yi pian dan xin	一片丹心	1
yi pian bing xin	一片冰心	1
yi pian gong shang	一片宫商	1
yi pian san sha	一片散沙	1
yi pian hun hei	一片昏黑	1
yi pian wang yang	一片汪洋	1
yi pian hun luan	一片混乱	1
yi pian jiao tu	一片焦土	1
yi niu hou di	一牛吼地	1
yi niu ming di	一牛鸣地	1
yi wu bu zhi	一物不知	1
yi wu xiang yi wu	一物降一物	1
yi hu zhi ye	一狐之掖	1
yi xian tan hua	一现昙华	1
yi nan ban nv	一男半女	1
yi bing bu qi	一病不起	1
yi bai er shi hang	一百二十行	1
yi bai yi	一百亿	1
yi bai ba shi du	一百八十度	1
yi pan san sha	一盘散沙	1
yi mu wu hang	一目五行	1
yi mu shi hang	一目十行	1
yi mu shu hang	一目数行	1
yi zhi zou	一直走	1
yi xiang qing yuan	一相情原	1
yi xiang qing yuan	一相情愿	1
yi ming bu shi	一瞑不视	1
yi zhi ban jian	一知半见	1
yi zhi pian jie	一知片解	1
yi shi er niao	一石二鸟	1
yi ma shi	一码事	1
yi zhuan yi wa	一砖一瓦	1
yi bi wan qing	一碧万顷	1
yi shen jiao	一神教	1
yi bing da gong	一秉大公	1
yi kong yi bang	一空依傍	1
yi wo feng	一窝风	1
yi gan zi cha dao di	一竿子插到底	1
yi xiao liao zhi	一笑了之	1
yi xiao le shi	一笑了事	1
yi bi bu gou	一笔不苟	1
yi bi gou duan	一笔勾断	1
yi bi gou xiao	一笔勾消	1
yi bi gou xiao	一笔勾销	1
yi bi dai guo	一笔带过	1
yi bi mo sa	一笔抹摋	1
yi bi mo sha	一笔抹杀	1
yi bi mo sha	一笔抹煞	1
yi chou mo zhan	一筹莫展	1
yi jian shang duo	一箭上垛	1
yi jian zhi di	一箭之地	1
yi mi xian	一米线	1
yi suo de nan	一索得男	1
yi zhi kong wen	一纸空文	1
yi xian zhi ge	一线之隔	1
yi yuan yi hui	一缘一会	1
yi wang jin sao	一网尽扫	1
yi zhe	一者	1
yi du zi	一肚子	1
yi gu jin	一股劲	1
yi gu jin er	一股劲儿	1
yi zhi yi jie	一肢一节	1
yi zhi ban jie	一肢半节	1
yi mai tong qi	一脉同气	1
yi mai xiang chuan	一脉相传	1
yi mai xiang tong	一脉相通	1
yi mai xiang yan	一脉香烟	1
yi jiao bu yi	一脚不移	1
yi bi zhi li	一臂之力	1
yi ban hua	一般化	1
yi ban jian shi	一般见识	1
yi sou chuan	一艘船	1
yi wei ke hang	一苇可航	1
yi luo qian zhang	一落千丈	1
yi hu bu he	一虎不河	1
yi she liang tou	一蛇两头	1
yi xie bu ru yi xie	一蟹不如一蟹	1
yi xing ren	一行人	1
yi xing zuo li	一行作吏	1
yi huai er lun	一褱而论	1
yi jian liao ran	一见了然	1
yi jian qing xin	一见倾心	1
yi jian ru gu	一见如故	1
yi jian ru jiu	一见如旧	1
yi lan wu yi	一览无遗	1
yi chu ji kui	一触即溃	1
yi yan liang yu	一言两语	1
yi yan sang bang	一言丧邦	1
yi yan zhong di	一言中的	1
yi yan wei ding	一言为定	1
yi yan jiu ding	一言九鼎	1
yi yan xing bang	一言兴邦	1
yi yan ban ju	一言半句	1
yi yan ban yu	一言半语	1
yi yu zhong ren	一语中人	1
yi yu zhong di	一语中的	1
yi yu shuang guan	一语双关	1
yi yu po di	一语破的	1
yi yu dao po	一语道破	1
yi nuo qian jin	一诺千金	1
yi gu bu sheng	一谷不升	1
yi gu bu deng	一谷不登	1
yi bai tu di	一败涂地	1
yi pin ru xi	一贫如洗	1
yi guan xing	一贯性	1
yi zou liao zhi	一走了之	1
yi die bu zhen	一跌不振	1
yi lu ping an	一路平安	1
yi lu shen qi	一路神祇	1
yi lu feng chen	一路风尘	1
yi lu feng qing	一路风清	1
yi cu ke ji	一蹴可几	1
yi cu er de	一蹴而得	1
yi jue bu xing	一蹶不兴	1
yi shen liang tou	一身两头	1
yi shen er ren	一身二任	1
yi shen er er ren	一身而二任	1
yi shen dou shi dan	一身都是胆	1
yi gui tong feng	一轨同风	1
yi hong er san	一轰而散	1
yi ci tong gui	一辞同轨	1
yi ci mo zan	一辞莫赞	1
yi ying yi he	一迎一和	1
yi huan yi bao	一还一报	1
yi lian qi er	一连气儿	1
yi tui liu er wu	一退六二五	1
yi qiu zhi he	一邱之貉	1
yi zui jie qian chou	一醉解千愁	1
yi chong yi yan	一重一掩	1
yi qian bu zhi	一钱不值	1
yi qian bu ming	一钱不名	1
yi qian bu luo xu kong di	一钱不落虚空地	1
yi guo zhou	一锅粥	1
yi chang yi duan	一长一短	1
yi chang liang duan	一长两短	1
yi chang chuan	一长串	1
yi chang er duan	一长二短	1
yi chang ban duan	一长半短	1
yi men tong qi	一门同气	1
yi men xin si	一门心思	1
yi wen san bu zhi	一问三不知	1
yi yu zhi di	一隅之地	1
yi yu zhi jian	一隅之见	1
yi yu zhi shuo	一隅之说	1
yi sha na	一霎那	1
yi mian zhi yuan	一面之缘	1
yi mian zhi shi	一面之识	1
yi mian dao	一面倒	1
yi bian yi tiao hen	一鞭一条痕	1
yi bian xian zhuo	一鞭先著	1
yi feng chui	一风吹	1
yi fei chong tian	一飞冲天	1
yi fan san tu bu	一饭三吐哺	1
yi ma dang xian	一马当先	1
yi duo liang	一驮粮	1
yi gu lu	一骨碌	1
yi lin yi zhao	一鳞一爪	1
yi lin ban zhao	一鳞半爪	1
yi lin pian zhao	一鳞片爪	1
yi lin pian jia	一鳞片甲	1
yi qi zhong chu	一齐众楚	1
yi long yi she	一龙一蛇	1
ding yi mao er	丁一卯二	1
ding yi que er	丁一确二	1
ding ding dang dang	丁丁当当	1
ding chou	丁丑	1
ding dong	丁东	1
ding hai	丁亥	1
ding gong zao jing	丁公凿井	1
ding gong teng	丁公藤	1
ding dong	丁冬	1
ding mao	丁卯	1
ding ba	丁坝	1
ding zi	丁字	1
ding zi chi	丁字尺	1
ding zi xing	丁字形	1
ding zi jie	丁字街	1
ding ning	丁宁	1
ding dang	丁当	1
ding you	丁忧	1
ding wei	丁未	1
ding dian er	丁点儿	1
ding jian	丁艰	1
ding ling	丁零	1
ding ling dang lang	丁零当啷	1
ding xiang hua	丁香花	1
qi shang ba xia	七上八下	1
qi shang ba luo	七上八落	1
qi le ba dang	七了八当	1
qi shi er hang	七十二行	1
qi ye yi zhi hua	七叶一枝花	1
qi ye shu	七叶树	1
qi da ba xiao	七大八小	1
qi da zhou	七大洲	1
qi chi zhi qu	七尺之躯	1
qi kai ba de	七开八得	1
qi qing liu yu	七情六欲	1
qi zhe ba kou	七折八扣	1
qi dan ba nuo	七担八挪	1
qi la ba che	七拉八扯	1
qi gong ba qiao	七拱八翘	1
qi qin qi zong	七擒七纵	1
qi leng ba ban	七棱八瓣	1
qi heng ba shu	七横八竖	1
qi ci liang yi yi ci cai	七次量衣一次裁	1
qi bu ba cha	七步八叉	1
qi bing ba dao	七病八倒	1
qi xiang wu gong	七相五公	1
qi qiao mao huo	七窍冒火	1
qi zong qi qin	七纵七擒	1
qi zong qi qin	七纵七禽	1
qi zong ba heng	七纵八横	1
qi lao ba dao	七老八倒	1
qi hang ju xia	七行俱下	1
qi yan ba yu	七言八语	1
qi fan huan dan	七返还丹	1
qi chang ba duan	七长八短	1
qi ling ba luo	七零八落	1
qi dian ba dao	七颠八倒	1
wan wan qian qian	万万千千	1
wan zhang shen yuan	万丈深渊	1
wan zhang gao lou ping di qi	万丈高楼平地起	1
wan bu shi yi	万不失一	1
wan bu de yi	万不得已	1
wan shi	万世	1
wan shi yi shi	万世一时	1
wan shi bu yi	万世不易	1
wan shi shi biao	万世师表	1
wan shi wu jiang	万世无疆	1
wan shi liu fang	万世流芳	1
wan shi heng tong	万事亨通	1
wan shi ju bei	万事俱备	1
wan shi da ji	万事大吉	1
wan shi tong	万事通	1
wan ren zhi di	万人之敌	1
wan ren keng	万人坑	1
wan ren kong xiang	万人空巷	1
wan dai qian qiu	万代千秋	1
wan zhong yi xin	万众一心	1
mo qi	万俟	1
wan er ba qian	万儿八千	1
wan quan	万全	1
wan quan zhi ce	万全之策	1
wan quan zhi ji	万全之计	1
wan bie qian cha	万别千差	1
wan jie bu fu	万劫不复	1
wan juan	万卷	1
wan bian bu li qi zong	万变不离其宗	1
wan kou yi ci	万口一词	1
wan kou yi tan	万口一谈	1
wan kou yi ci	万口一辞	1
wan gu qian qiu	万古千秋	1
wan gu liu fang	万古流芳	1
wan gu liu fang	万古留芳	1
wan gu chang cun	万古长存	1
wan gu chang chun	万古长春	1
wan gu chang qing	万古长青	1
wan he zheng liu	万壑争流	1
wan he qian yan	万壑千岩	1
wan fu bu dang	万夫不当	1
wan fu bu dang zhi yong	万夫不当之勇	1
wan fu mo dang	万夫莫当	1
wan tou cuan dong	万头攒动	1
wan an	万安	1
wan jia deng huo	万家灯火	1
wan jia sheng fo	万家生佛	1
wan shou wu jiang	万寿无疆	1
wan sui qian qiu	万岁千秋	1
wan nian wu jiang	万年无疆	1
wan nian qing	万年青	1
wan ying ling dan	万应灵丹	1
wan ying ding	万应锭	1
wan nian ju ji	万念俱寂	1
wan nian ju hui	万念俱灰	1
wan hen qian chou	万恨千愁	1
wan hu hou	万户侯	1
wan hu qian men	万户千门	1
wan you	万有	1
wan you yin li	万有引力	1
wan ji	万机	1
wan si	万死	1
wan si yi sheng	万死一生	1
wan si bu ci	万死不辞	1
wan si you qing	万死犹轻	1
wan min	万民	1
wan min tu tan	万民涂炭	1
wan shui qian shan	万水千山	1
wan liu jing yang	万流景仰	1
wan wu zhi ling	万物之灵	1
wan zhuang	万状	1
wan mu ya zi	万目睚眦	1
wan mu kui kui	万目睽睽	1
wan fu	万福	1
wan duan	万端	1
wan qian cha jia	万签插架	1
wan jian cuan xin	万箭攒心	1
wan jian chuan xin	万箭穿心	1
wan lai	万籁	1
wan lai ju ji	万籁俱寂	1
wan lai wu sheng	万籁无声	1
wan zi qian hong	万紫千红	1
wan xu qian tou	万绪千头	1
wan xu qian duan	万绪千端	1
wan lv qian si	万缕千丝	1
wan neng jiao	万能胶	1
wan hua tong	万花筒	1
wan ku qian xin	万苦千辛	1
wan yu qian yan	万语千言	1
wan xiang geng xin	万象更新	1
wan xiang sen luo	万象森罗	1
wan guan	万贯	1
wan guan jia si	万贯家私	1
wan guan jia cai	万贯家财	1
wan lai ju ji	万赖俱寂	1
wan lai wu sheng	万赖无声	1
wan zai qian qiu	万载千秋	1
wan xuan qing qian	万选青钱	1
wan li wu yun	万里无云	1
wan li tiao tiao	万里迢迢	1
wan li chang cheng	万里长城	1
wan li chang zheng	万里长征	1
wan li peng cheng	万里鹏程	1
wan li peng yi	万里鹏翼	1
wan jin	万金	1
wan jin you	万金油	1
wan nan	万难	1
wan qing	万顷	1
wan ma ben teng	万马奔腾	1
wan ma qi yin	万马齐喑	1
zhang er he shang	丈二和尚	1
zhang ba she mao	丈八蛇矛	1
zhang liang	丈量	1
san bu niu liu	三不拗六	1
san bu zhi	三不知	1
san bu guan	三不管	1
san ge shi jie	三个世界	1
san ge mian xiang	三个面向	1
san chan	三产	1
san qin liu gu	三亲六故	1
san qin liu juan	三亲六眷	1
san qin si juan	三亲四眷	1
san ren wei zhong	三人为众	1
san cong si de	三从四德	1
san ling wu shen	三令五申	1
san yu du shu	三余读书	1
san ba zuo feng	三八作风	1
san ba fu nv jie	三八妇女节	1
san ba jie	三八节	1
san liu jiu deng	三六九等	1
san fen ding li	三分鼎立	1
san fen ding zu	三分鼎足	1
san fu	三副	1
san bei	三北	1
san shi er	三十儿	1
san shi liu ce	三十六策	1
san shi liu hang	三十六行	1
san shi liu ji	三十六计	1
san zhan cong er	三占从二	1
san cha ji	三叉戟	1
san ju bu li ben hang	三句不离本行	1
san ju hua bu li ben hang	三句话不离本行	1
san zhi shou	三只手	1
san tai ba zuo	三台八座	1
san ye chong	三叶虫	1
san he	三合	1
san he hui	三合会	1
san he tu	三合土	1
san he fang	三合房	1
san he ban	三合板	1
san tu san wo	三吐三握	1
san hui jiu zhuan	三回九转	1
san da zuo feng	三大作风	1
san da cha bie	三大差别	1
san da zhan yi	三大战役	1
san da zheng ce	三大政策	1
san da fa bao	三大法宝	1
san tian liang xiu	三天两宿	1
san fu zhi dui	三夫之对	1
san fu zhi yan	三夫之言	1
san fu cheng shi hu	三夫成市虎	1
san tou liang ri	三头两日	1
san tou liang xu	三头两绪	1
san tou liang mian	三头两面	1
san tou ba bi	三头八臂	1
san tou liu bi	三头六臂	1
san tou liu zheng	三头六证	1
san tou liu mian	三头六面	1
san tou dui an	三头对案	1
san hao	三好	1
san hao liang qian	三好两歉	1
san hao liang dai	三好两歹	1
san hao er qie	三好二怯	1
san hao sheng	三好生	1
san qi si qie	三妻四妾	1
san gu liu po	三姑六婆	1
san mei liu zheng	三媒六证	1
san gong liu yuan	三宫六院	1
san jia cun	三家村	1
san cun bu lan zhi she	三寸不烂之舌	1
san dui liu mian	三对六面	1
san shi bao tiao	三尸暴跳	1
san cha lu kou	三岔路口	1
san cha liang cuo	三差两错	1
san cha wu cuo	三差五错	1
san nian wu zai	三年五载	1
san nian hua bi	三年化碧	1
san zuo da shan	三座大山	1
san xi cheng dou	三徙成都	1
san si er hou xing	三思而后行	1
san si er xing	三思而行	1
san zhan san bei	三战三北	1
san hu wang qin	三户亡秦	1
san zhe gong	三折肱	1
san zhe gong wei liang yi	三折肱为良医	1
san quan bu di si shou	三拳不敌四手	1
san tui liu wen	三推六问	1
san jiao	三教	1
san jiao jiu liu	三教九流	1
san zhi xiang gong	三旨相公	1
san xun jiu shi	三旬九食	1
san geng ban ye	三更半夜	1
san yue san	三月三	1
san yue bu zhi rou wei	三月不知肉味	1
san chao wu ri	三朝五日	1
san chao yuan lao	三朝元老	1
san qi xian ning	三期贤佞	1
san quan fen li	三权分立	1
san bei tong da dao	三杯通大道	1
san leng jing	三棱镜	1
san bang ding an	三榜定案	1
san jiang qi ze	三江七泽	1
san tang liang ge	三汤两割	1
san tang wu ge	三汤五割	1
san mu san xun	三沐三熏	1
san zai ba nan	三灾八难	1
san zai liu nan	三灾六难	1
san dian shi	三点式	1
san xun san mu	三熏三沐	1
san ban dao	三班倒	1
san ban liu fang	三班六房	1
san wa liang xiang	三瓦两巷	1
san wa liang she	三瓦两舍	1
san sheng you xing	三生有幸	1
san fan liang ci	三番两次	1
san fan wu ci	三番五次	1
san bai liu shi hang	三百六十行	1
san xing wu shen	三省吾身	1
san ji tiao yuan	三级跳远	1
san jie he	三结合	1
san jian qi kou	三缄其口	1
san lao wu geng	三老五更	1
san lao si shao	三老四少	1
san lian dan	三联单	1
san jiao mao	三脚猫	1
san ni ba zu	三臡八菹	1
san se jin	三色堇	1
san jie	三节	1
san jie liang shou	三节两寿	1
san cha liu li	三茶六礼	1
san cha liu fan	三茶六饭	1
san zang	三藏	1
san she qi shu	三蛇七鼠	1
san xing	三行	1
san jie liu xiang	三街六巷	1
san jie liu shi	三街六市	1
san jiao zhai	三角债	1
san jiao han shu	三角函数	1
san jiao xue	三角学	1
san jiao lian ai	三角恋爱	1
san jiao ban	三角板	1
san jiao ku cha	三角裤衩	1
san jiao tie	三角铁	1
san yan liang ju	三言两句	1
san yan liang yu	三言两语	1
san lun er	三轮儿	1
san qian zhi jiao	三迁之教	1
san guo qi men er bu ru	三过其门而不入	1
san lian guan	三连冠	1
san chong chang	三重唱	1
san chang liang duan	三长两短	1
san chang si duan	三长四短	1
san mian hong qi	三面红旗	1
san feng shi qian	三风十愆	1
san shou liu bi	三首六臂	1
san ma tong cao	三马同槽	1
san xian	三鲜	1
shang xia yi xin	上下一心	1
shang xia jiao kun	上下交困	1
shang xia qi shou	上下其手	1
shang xia tong xin	上下同心	1
shang xia tong yu	上下同欲	1
shang xia tong men	上下同门	1
shang xia chuang	上下床	1
shang xia shui	上下水	1
shang xia ji	上下级	1
shang shi	上世	1
shang zhong nong	上中农	1
shang ju	上举	1
shang jiao bu chan	上交不谄	1
shang jing	上京	1
shang ren	上人	1
shang dai	上代	1
shang ti	上体	1
shang gong	上供	1
shang yuan	上元	1
shang yuan jie	上元节	1
shang guang	上光	1
shang bing	上兵	1
shang bing fa mou	上兵伐谋	1
shang dong	上冻	1
shang xing	上刑	1
shang lie	上列	1
shang jin	上劲	1
shang qin xia shun	上勤下顺	1
shang yi yi guo	上医医国	1
shang ban ye	上半夜	1
shang ban tian	上半天	1
shang ban shi	上半时	1
shang ban shang	上半晌	1
shang ban yue	上半月	1
shang nan luo bei	上南落北	1
shang juan	上卷	1
shang kou	上口	1
shang ye	上叶	1
shang tu xia xie	上吐下泻	1
shang gao	上告	1
shang hu xi dao	上呼吸道	1
shang he xia mu	上和下睦	1
shang chun	上唇	1
shang chang men	上场门	1
shang fen	上坟	1
shang po lu	上坡路	1
shang tang	上堂	1
shang shi	上士	1
shang sheng	上声	1
shang ye	上夜	1
shang tian ru di	上天入地	1
shang zou	上奏	1
shang tao	上套	1
shang hao xia shen	上好下甚	1
shang man xia bao	上嫚下暴	1
shang ke	上客	1
shang bin	上宾	1
shang shou	上寿	1
shang ceng she hui	上层社会	1
shang shan xia xiang	上山下乡	1
shang sui shu	上岁数	1
shang feng	上峰	1
shang gong	上工	1
shang nian ji	上年纪	1
shang zuo	上座	1
shang zuo er	上座儿	1
shang zuo lv	上座率	1
shang xian	上弦	1
shang dang xue guai	上当学乖	1
shang qing	上情	1
shang qing xia da	上情下达	1
shang gan	上感	1
shang man xia bao	上慢下暴	1
shang fang	上房	1
shang tui xia xie	上推下卸	1
shang yuan xia tui	上援下推	1
shang cao	上操	1
shang fang jian	上方剑	1
shang fang bao jian	上方宝剑	1
shang zhi xia yu	上智下愚	1
shang ti xia ling	上替下陵	1
shang chao	上朝	1
shang lin	上林	1
shang shu ba ti	上树拔梯	1
shang gen da qi	上根大器	1
shang dang ci	上档次	1
shang liang	上梁	1
shang liang bu zheng xia liang wai	上梁不正下梁歪	1
shang lou qu ti	上楼去梯	1
shang kuan	上款	1
shang qi bu jie xia qi	上气不接下气	1
shang shui	上水	1
shang you	上油	1
shang liu	上流	1
shang yi xia lou	上溢下漏	1
shang su	上溯	1
shang lou xia shi	上漏下湿	1
